id,iBM,kMB,kNB,lambdaM,lambdaN,muA,muB,muM,muN,sAM,sBN,vNM
5009,-0.4604422205676475,-0.648511441653272,0.07915776887911129,2.0649226956608504,10.150615807632763,44.1678753111089,2.464944454227447,-0.10679143223946044,-0.8394848435239733,19.471409945601387,1.0579167275150916,-0.8107034611657625
5010,-0.40994196105374314,-0.6402329448955418,0.0835109922837775,2.092670357009687,10.376382288299093,44.12431128913633,2.575115848017,-0.10822847805210202,-0.8805445731361253,19.968545588456443,1.2351252224274596,-0.8402166442742266
5011,-0.4738406141914541,-0.6441182599329537,0.05649612336151397,2.0624286242540752,10.30589543069444,44.31158826152893,2.523837363655636,-0.10830833258100056,-0.8496954528045333,19.76151348449315,1.0664114321784917,-0.8192265571329381
5012,-0.46135586152753993,-0.651246739278179,0.09489147954600932,2.0488722929556684,10.315389035318635,44.59558421140806,2.561672581900276,-0.10878259566316649,-0.8479068293544423,19.750504164914666,1.070451892992296,-0.8217052980485424
5013,-0.5039997710381514,-0.6391606401524945,0.015450330614894328,2.0523880617072088,10.293286129048962,43.932343280937154,2.500869653623991,-0.10915562653361956,-0.8371224142835045,19.60539901229725,0.998487879084722,-0.8054531593231585
5014,-0.43132028155522506,-0.6436440590245869,0.07221758204964653,2.1241166935553144,10.19939897128293,44.6558920825005,2.540473393118417,-0.10849502817702956,-0.8697429632199758,20.106084010250182,1.20419995299899,-0.834515848666405
5015,-0.4013136078416681,-0.6369418389533401,0.07045876355833566,2.07426551938858,10.727694458665722,44.51011717146803,2.6867966221917294,-0.10941818437804714,-0.9026351373122647,20.410341381788655,1.2862504036897344,-0.8573843377574856
5016,-0.4139470332642419,-0.6399863835245709,0.09519060822317293,2.077308255890792,10.46525771889745,44.66287895242793,2.6228460680108543,-0.10815747685961212,-0.8837375747948487,20.210699401125822,1.241547569954931,-0.8472545664042637
5017,-0.4800125559937182,-0.6434549143982368,0.07850781550379991,2.077856111085427,10.179919574859241,44.78222828285842,2.580593433305242,-0.11050733785729117,-0.8493805557595994,20.030810177270013,1.087644097982955,-0.8237070961507517
5018,-0.5185747352854532,-0.6460122954976715,0.012483551759338823,2.038882920049376,10.24651061478446,43.7903670080089,2.4616333928511014,-0.10908019699954317,-0.8198293124434166,19.31084451409181,0.9230440751618844,-0.7919426278848297
5019,-0.42454770492654775,-0.6392879600954539,0.08632560772822616,2.0474101762777788,10.592435248793665,44.98860374507104,2.6227068111846874,-0.10654459672016024,-0.8793375743327224,20.242633618809013,1.2068401311734764,-0.8450258960709524
5020,-0.38273257684049405,-0.6419376401244797,0.10228012373902559,2.106489556161894,10.483718571941118,44.75415182177169,2.6161714658494835,-0.10731095062034005,-0.8985995342999702,20.334283722566887,1.3181494752465142,-0.8572116632851458
5021,-0.43278759315506843,-0.6517143139777377,0.1042630776764189,2.078345012506034,10.497613432737396,44.77930524627881,2.735917462224557,-0.11439186334973463,-0.875755922084264,20.296386312999648,1.1929214478778032,-0.8444191752077921
5022,-0.39743208296964344,-0.6419720532346834,0.11227461952729677,2.078483493004778,10.412336155443462,44.37382185674613,2.5779683713382564,-0.10661016762168236,-0.8849304414624073,19.996634555254445,1.2526581843959523,-0.8467050509223
5023,-0.44177018133842905,-0.6479647164749988,0.07094117619562762,2.0950675435143333,10.249791518036801,44.00182043895447,2.560205477330471,-0.11080884261609143,-0.8583805093381998,19.74558838538332,1.1359284722667917,-0.8226600526337027
5024,-0.40417633837305306,-0.6494786580115669,0.14304511709712578,2.100118047323527,10.31097640453499,44.9051181393071,2.6956704252731924,-0.11205945277726996,-0.882884485425801,20.312672625451416,1.2655375618427103,-0.8516395810617562
5025,-0.4242178691974503,-0.6484390439515809,0.10796511888389645,2.0997622538425316,10.237524199478047,44.5501655484774,2.5816869739522037,-0.10948902585042275,-0.8692160455459123,19.99171879591626,1.194065453203371,-0.8366185369974519
5026,-0.46428402465522145,-0.6372077085872254,0.049382598895773205,2.055131349876618,10.481041474454704,44.70867066249401,2.595954792804294,-0.10843386092545253,-0.8642915336050028,20.13289622390601,1.127072601261399,-0.8312996375438458
5027,-0.43692866710431605,-0.647870056673229,0.11832470216512535,2.0325998467785515,10.340128099096976,44.865581274222926,2.5032916166588866,-0.10362322302938866,-0.8542099301104886,19.72807223303478,1.113273161239358,-0.8282213379200127
5028,-0.4593068326788533,-0.6549912447260866,0.09181508231036829,2.0601875989463876,10.23635245917256,44.782325683702304,2.5032235024750973,-0.10698334649657337,-0.8412136031676445,19.677142704581843,1.0587331253519043,-0.8164900132476565
5029,-0.40517535636354335,-0.6429789869097122,0.10077514955978994,2.1006146893204094,10.354704715602569,44.45866486743579,2.602877207620051,-0.10880194950463001,-0.8830880790218659,20.112843819121913,1.2554612420029077,-0.8454827811096214
5030,-0.40313229249991156,-0.6458162122018383,0.12101403231011866,2.085286975466025,10.421000010920624,44.70598995459653,2.669187987352832,-0.11036789710261889,-0.8837410582854407,20.218547327921012,1.2582342959322808,-0.8490412502283408
5031,-0.41597808645815204,-0.6401452519820248,0.09164815586312215,2.058026319013869,10.512970062434894,44.74254769111339,2.5720413986738535,-0.1052891809452506,-0.8793596141334546,20.08432936652937,1.2133044319235238,-0.8436062156430281
