id,iBM,kMB,kNB,lambdaM,lambdaN,muA,muB,muM,muN,sAM,sBN,vNM
39010,-0.10225175164192439,-0.9497757217232649,1.0939120987774973,2.317150860141191,13.048139554334455,30.018148610930062,3.6544415426355803,-0.064050940227798,-0.978160577084054,11.78627389122506,2.466715168623659,-0.9986570360633441
39011,-0.3706310374268237,-0.9485349532502638,1.0525172893671046,2.141312397221085,13.100071952621803,40.02805589350723,3.356908035385149,-0.06923922564050944,-0.9942974845609145,14.730221086778926,1.3183905172491628,-0.891934805408151
39012,-0.6565322580233812,-0.9563273255212272,1.1780231118231625,2.1651888490034756,13.246150008874354,33.03190755124165,3.8838205314722423,-0.11039053570655233,-0.9785687090558564,14.476753680026814,0.6648524273697214,-0.9268789117903091
39013,-0.23521811905133216,-0.9614788494149613,1.1483448637107314,2.098276389927061,13.098644436086936,35.062105617395,3.0361244010677013,-0.06531051902678348,-0.9296990536382764,12.293708792754524,1.2100684508985757,-0.9330615082033169
39014,-0.3664705782912364,-0.9363402987403718,1.053570620486271,2.153248435493169,14.012645077670543,34.60000377491894,3.1655018413331124,-0.08581602511868891,-0.9786411284381836,14.067436047464945,1.1398191596958718,-0.9713127794100039
39015,-0.4390795129081446,-0.9776350516418258,1.0294155440333792,2.106607935640726,13.329271563701608,38.09536977967537,3.9225992069129156,-0.09933564446360298,-0.954789876169069,17.55243816834788,1.1643939795819174,-0.9318180301071844
39016,-0.3189483836751101,-0.9738063803736562,1.4321774086827437,2.1292420835508277,13.719618477312043,31.09573177137956,3.380775809185712,-0.08616597896170361,-0.9185993078707425,12.622433113623568,1.1589912703873424,-0.970238541672066
39017,-0.4764329574757495,-0.9720708950561833,1.2013405228142564,2.083438151614912,13.375166409902947,36.3343001975083,3.797843248192021,-0.05380850544787252,-0.8499748770949096,15.617094459337162,1.1176612754609974,-0.9538729350041608
39018,-0.3447489646942012,-0.9990762963963492,1.3899538633304802,2.0638643167794037,13.83392702411098,41.51224955902057,3.751140051524732,-0.05023852317116734,-0.9344900106658648,13.551572989943054,1.2163624288036758,-0.9122824138943354
39019,-0.2196435771557762,-0.9872467383308028,1.174715208687793,2.2098056100597034,13.34660987651835,44.492991212067054,3.393096986446414,-0.10241052628034508,-0.9584903235279173,18.49470479318323,1.4158770572010981,-0.9493177381922007
